price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,sqft_living15,sqft_lot15,month
640000,3,2.25,1980,10115,1,0,3,8,1980,0,1959,0,98005,2800,10143,7
710000,3,3.5,2440,3427,2,0,3,7,1990,450,2000,0,98005,2440,2601,6
325000,3,2.0,1350,11805,1,0,3,7,1350,0,1986,0,98019,1350,14200,6
595000,3,3.25,3130,28001,1,0,3,9,2210,920,1985,0,98072,2710,34999,7
128750,3,1.0,880,7004,1,0,3,5,880,0,1950,0,98002,880,7828,7
465000,3,2.25,1920,7300,1,0,3,7,1240,680,1961,0,98008,1920,7700,10
710000,4,1.75,2700,7625,1,0,4,8,1450,1250,1937,0,98115,1760,3300,7
605000,4,2.75,1670,6000,1,0,5,7,840,830,1917,0,98136,1100,6000,3
994000,4,2.5,3470,20445,2,0,4,10,3470,0,1963,0,98040,3360,21950,8
489950,3,2.25,1820,7326,2,0,3,8,1820,0,1983,0,98034,2430,7696,6
365000,3,1.5,1310,8160,1,0,3,7,1310,0,1950,0,98133,1090,7560,5
359950,3,2.0,1790,7212,1,0,4,8,1790,0,1998,0,98042,2330,7212,2
495000,4,2.5,2460,4774,2,0,3,8,2460,0,2006,0,98059,2510,4399,9
255000,3,1.5,1060,9039,1,0,3,7,1060,0,1973,0,98058,1410,9515,5
330000,3,1.75,1340,10276,1,0,4,7,1340,0,1961,0,98034,2950,7987,8
450000,3,1.75,1480,8394,1,0,4,8,1480,0,1971,0,98052,1920,9184,7
655000,4,2.5,3500,11306,2,2,3,9,3500,0,2005,0,98065,3180,8028,3
485000,4,2.75,2910,16362,1,2,4,9,2120,790,1969,0,98003,2850,14904,4
375000,4,1.75,1940,15909,1,0,3,8,970,970,1974,0,98072,1940,15120,8
570000,4,2.5,2280,4534,2,0,3,8,2280,0,2003,0,98075,2246,4534,10
350000,3,2.25,1190,1022,3,0,3,8,1190,0,1998,0,98103,1210,1171,4
550000,3,1.0,1260,6000,1,3,3,7,1260,0,1951,0,98146,2020,6600,2
513000,5,2.0,2270,8652,1,0,3,7,1150,1120,1965,0,98052,1950,8050,7
450000,4,2.25,1990,7320,1,0,4,7,1030,960,1965,0,98126,1320,7320,12
432500,4,1.75,1500,1856,1,0,5,7,750,750,1901,0,98144,1220,1739,2
432000,5,2.75,2060,329903,1,3,5,7,2060,0,1989,0,98022,2240,220232,2
480000,3,2.25,1950,8892,2,0,3,8,1950,0,1983,0,98052,1900,8750,1
402200,3,1.75,1790,6980,1,0,3,7,1330,460,1980,0,98034,1770,8081,7
650000,3,1.0,1520,10227,1,0,4,6,1520,0,1951,0,98004,2710,10912,4
1200000,4,2.5,3240,13044,2,0,4,9,3240,0,1984,0,98040,2920,13044,4
312000,3,2.0,2440,13250,1,0,4,8,1440,1000,1977,0,98030,2400,10650,7
610000,4,2.0,2220,5821,1,0,4,7,1380,840,1916,0,98116,1850,5000,4
823000,5,1.75,2640,7722,1,0,4,7,1650,990,1915,0,98117,1750,4000,3
471000,4,1.75,1450,3750,1,0,4,7,950,500,1925,0,98105,1850,4000,11
481015,3,2.25,1550,5511,2,0,3,8,1550,0,1987,0,98033,1620,5511,7
1960000,5,4.5,6200,23373,3,1,4,11,5050,1150,1988,0,98040,3700,14486,10
624000,4,3.25,2810,11250,1,0,3,8,1680,1130,1980,0,98052,2110,11250,9
480000,4,2.5,2080,7966,1,0,3,7,1200,880,1970,0,98011,1920,7500,3
815000,3,1.5,1370,8671,1,0,3,7,1370,0,1955,0,98004,1580,8671,7
1650000,4,2.25,2920,20400,1,0,4,11,2920,0,1966,0,98004,3080,20400,8
180000,3,1.0,1000,18513,1,0,3,6,1000,0,1940,0,98146,1280,8113,5
156601,2,1.75,1210,9750,1,0,3,7,1210,0,1984,0,98038,1650,9750,2
374950,4,2.5,2790,4650,2,0,3,8,2790,0,2004,0,98038,2850,4650,7
368000,2,1.5,1660,4680,1,0,5,6,830,830,1908,0,98146,1930,5400,5
550000,3,2.0,1650,3952,2,0,3,7,1650,0,1950,0,98103,1210,4560,12
198000,3,1.75,1300,6318,1,0,3,7,1300,0,1980,0,98001,1150,8002,7
345000,3,1.75,1090,7200,1,0,3,7,1090,0,1968,0,98034,1240,7200,5
1710000,5,2.5,2660,6572,1,0,5,9,1960,700,1959,0,98039,3960,14595,3
185900,3,1.0,940,10890,1,0,4,5,940,0,1909,0,98001,1370,10255,1
950000,3,2.75,2750,18029,1,2,5,9,1810,940,1978,0,98006,2850,10021,6
995000,4,4.5,3850,13551,2,2,3,10,3000,850,1998,0,98006,3480,10737,6
345000,2,1.0,860,8250,1,0,3,7,860,0,1940,0,98133,1780,11200,8
741000,4,2.75,2070,10125,1,0,3,7,1390,680,1962,0,98040,1850,10125,11
737000,2,2.25,2290,9772,1,0,3,8,2290,0,2007,0,98053,1810,6077,7
668750,4,2.5,2340,6420,1,2,3,8,1590,750,1964,0,98177,2110,10856,5
575000,3,1.75,2680,8625,1,0,5,8,1590,1090,1974,0,98027,2620,14275,7
280000,4,2.0,1710,5440,1,0,5,8,1030,680,1976,0,98042,1620,6696,10
583000,3,1.5,1800,10050,1,0,3,7,1800,0,1955,0,98008,1610,10050,8
196000,3,2.25,1510,9600,1,0,1,7,1090,420,1966,0,98028,1870,10681,1
349950,3,2.5,1700,7496,2,0,3,8,1700,0,1994,0,98055,2280,7496,5
429000,4,1.0,1350,3333,1,0,3,7,1350,0,1912,0,98107,1530,5000,12
270000,5,2.5,2140,10320,1,0,4,7,1330,810,1967,0,98031,2050,8964,2
385000,6,4.0,2700,7416,1,0,3,7,1350,1350,1969,0,98108,2260,5324,9
535000,1,1.0,920,5000,1,3,4,7,920,0,1906,0,98103,1890,5000,9
352500,3,1.75,1500,10269,1,0,3,7,1030,470,1958,0,98133,2090,10269,4
624000,3,1.75,1510,5200,1,0,4,7,860,650,1922,0,98117,1650,4160,3
215000,5,1.5,1980,7958,1,0,3,7,1980,0,1962,0,98058,1510,8438,12
870000,4,3.0,4500,21780,2,2,3,9,3040,1460,1980,0,98040,3540,20473,6
440000,4,2.5,3220,8256,2,0,3,8,2610,610,2006,0,98059,2500,9472,7
518000,2,1.5,1140,1149,2,0,3,7,940,200,2001,0,98122,1460,1149,5
259500,3,2.25,1490,7589,2,0,3,7,1490,0,1993,0,98038,1510,6603,3
795127,4,3.25,4360,91158,1,0,3,10,3360,1000,1993,0,98053,3540,90940,10
290000,3,1.0,960,9000,1,0,4,7,960,0,1955,0,98006,1520,9000,8
385000,4,3.0,2253,7700,2,0,3,7,2253,0,1957,0,98198,1786,9052,4
259950,2,1.0,770,6542,1,0,3,6,770,0,1948,0,98155,1120,8149,10
330000,2,2.5,1310,2915,2,0,3,8,1310,0,1999,0,98059,1310,3425,4
280000,3,1.0,980,7480,1,0,3,6,830,150,1948,0,98106,1140,7480,12
595000,4,2.5,1820,20011,2,0,3,8,1820,0,1987,0,98075,2710,33915,7
925900,4,3.75,3980,7828,2,0,3,10,3980,0,2001,0,98074,3980,8910,11
499000,3,2.25,3010,9600,2,0,3,8,2410,600,1978,0,98028,2620,9660,8
325000,4,2.5,1830,7762,2,0,3,8,1830,0,1993,0,98003,2109,8966,4
895000,5,2.5,2550,20875,1,0,4,9,1610,940,1953,0,98004,2510,21673,6
162248,2,1.0,800,8960,1,0,4,6,800,0,1944,0,98058,850,8082,4
1070000,3,2.25,2890,21480,2,4,3,8,1790,1100,1941,1989,98146,2110,8107,10
430000,3,1.5,1810,5080,1,0,3,7,1030,780,1958,0,98115,1780,7620,7
615500,3,1.5,1810,5080,1,0,3,7,1030,780,1958,0,98115,1780,7620,1
260000,3,1.0,940,5650,1,0,3,6,940,0,1949,0,98118,1180,5276,4
295000,4,2.0,1810,42981,1,0,4,7,1810,0,1973,0,98024,1980,113691,11
1190000,3,1.75,2550,6117,2,0,3,9,1650,900,1951,2004,98122,2100,4967,9
749950,4,2.5,2370,2971,2,2,3,9,2080,290,2008,0,98034,2970,7500,11
175000,6,1.0,1370,5080,1,0,3,6,1120,250,1931,0,98106,1020,5080,6
415000,6,1.0,1370,5080,1,0,3,6,1120,250,1931,0,98106,1020,5080,1
190000,3,1.0,1200,8316,1,0,4,6,1200,0,1953,0,98002,1250,8316,11
625000,3,1.75,2100,3264,1,0,5,7,1350,750,1912,0,98107,1720,3750,4
420000,3,2.25,2020,21010,2,0,3,7,2020,0,1995,0,98014,1850,18151,8
339900,4,1.5,1570,9210,1,2,3,7,1400,170,1965,0,98030,2326,9210,4
160000,2,1.0,1140,23030,1,0,3,8,1140,0,1980,0,98028,1850,14260,4
353000,4,2.5,1830,5331,2,0,3,7,1830,0,2002,0,98038,1830,5175,12
390000,3,2.0,1010,14183,1,0,3,8,1010,0,1982,0,98074,1750,11700,2
675000,4,2.5,1770,9858,1,2,3,8,1770,0,1971,0,98155,2470,9858,3
400000,3,2.5,2120,3757,2,0,3,7,2120,0,2006,0,98059,2230,4103,3
1340000,4,3.5,3190,5040,2,3,3,10,2160,1030,2003,0,98144,2390,4800,6
1650000,4,2.5,2780,11904,1,1,5,8,1730,1050,1951,0,98004,3590,13860,2
1000000,5,3.0,3350,9450,2,0,5,8,2180,1170,1912,0,98103,2660,4500,8
850000,5,3.5,3450,28324,1,0,5,8,2350,1100,1972,0,98033,2640,14978,6
275000,3,1.5,1060,6954,1,0,4,6,1060,0,1983,0,98106,1560,6954,7
450000,3,2.5,1670,2589,2,0,3,8,1670,0,2000,0,98027,1670,2897,8
305000,4,1.75,2251,12731,1,1,4,8,1390,861,1957,0,98003,2520,12539,11
643002,3,2.5,1770,3744,1,0,3,7,1270,500,1929,0,98117,1400,4680,9
468000,2,1.75,1510,4500,1,0,3,8,1510,0,1978,0,98052,1740,6000,4
324950,4,2.5,1770,5000,2,0,3,7,1770,0,2004,0,98038,2080,5100,2
290000,3,2.0,1260,7346,1,0,3,7,1260,0,1987,0,98031,1460,7363,3
488500,3,2.0,1710,10959,1,0,4,7,1030,680,1981,0,98033,1710,10498,4
367950,3,1.75,2290,8234,1,0,4,7,1250,1040,1950,0,98133,1660,7200,8
285000,2,1.0,790,6555,1,0,2,6,790,0,1956,0,98146,1440,7601,2
417000,3,2.75,1820,52889,2,0,3,8,1820,0,1991,0,98070,1820,45528,4
1120000,4,2.5,3180,31931,1,0,4,10,2390,790,1978,0,98007,3180,35007,7
1550000,4,4.0,5280,17677,2,3,3,11,3220,2060,1978,0,98040,3470,17474,4
604000,3,2.5,3240,33151,2,2,3,10,3240,0,1995,0,98023,4050,24967,5
380000,3,2.5,2390,8102,2,0,4,8,2390,0,1986,0,98058,2310,8606,4
336500,4,2.5,2500,5264,2,0,3,7,2500,0,2003,0,98038,1960,5250,11
685000,4,2.0,2290,6000,1,3,5,7,2290,0,1900,0,98115,2000,3150,2
4210000,5,6.0,7440,21540,2,0,3,12,5550,1890,2003,0,98006,4740,19329,5
670000,3,1.0,1600,16868,1,1,3,7,990,610,1946,0,98040,2600,12735,12
524000,2,1.0,1120,2000,1,0,3,7,1120,0,1910,0,98109,1500,4000,6
680000,6,2.0,1670,3000,1,0,5,7,900,770,1911,0,98105,1330,1099,6
357000,4,2.75,2700,49428,1,0,4,9,2700,0,1988,0,98042,2728,85905,12
107000,3,1.5,910,5120,1,0,3,6,910,0,1973,0,98106,1410,5132,8
232900,3,1.5,910,5120,1,0,3,6,910,0,1973,0,98106,1410,5132,12
800000,4,3.5,2370,3302,2,0,3,8,1610,760,1926,2014,98103,2170,3800,1
248500,2,1.5,880,1498,2,0,3,7,880,0,1999,0,98133,880,5060,3
670000,3,2.5,2050,6420,1,3,3,8,1730,320,1956,0,98116,2370,7620,6
207000,3,1.75,1180,21275,1,0,4,6,1180,0,1958,0,98038,1490,35100,2
164000,3,1.0,1070,8250,1,0,3,7,1070,0,1961,0,98092,1190,8250,11
570500,2,1.0,1380,1800,2,0,3,7,1080,300,1954,0,98119,1600,3600,2
599990,3,2.25,2680,9162,1,0,3,8,1570,1110,1978,0,98027,2480,8261,6
395000,5,1.75,2100,9599,1,0,3,7,1060,1040,1961,0,98034,1680,10712,10
979500,4,3.75,4133,361548,2,0,3,11,4133,0,2000,0,98019,1970,291416,8
237000,3,1.0,920,5546,1,0,2,6,920,0,1928,0,98125,1300,5546,1
650100,2,1.0,1750,60872,1,0,4,7,1180,570,1973,0,98075,2480,5425,4
385000,4,2.5,1950,7350,1,0,3,7,1150,800,1963,0,98052,2050,9068,12
335000,2,1.75,1660,11437,2,0,3,7,1660,0,1958,1992,98146,1290,7860,8
347000,4,1.5,2670,10026,2,0,3,8,2670,0,1996,0,98092,2420,11900,5
204000,3,1.0,980,8000,1,0,4,6,980,0,1954,0,98198,1240,8000,3
615000,4,2.25,1780,10260,2,0,3,8,1780,0,1971,0,98052,2360,10080,5
943500,3,2.25,2370,10890,2,0,4,7,2370,0,1980,0,98004,2370,9514,10
560000,3,2.0,1640,7333,1,0,4,7,1020,620,1941,0,98108,2130,4933,4
547500,4,2.5,2610,7254,1,0,2,8,1610,1000,1975,0,98006,2250,7407,4
359500,4,1.75,2030,7210,1,0,3,7,1450,580,1968,0,98059,1750,8387,10
660000,3,2.5,2590,35640,1,0,3,9,2590,0,1987,0,98029,2590,31200,4
258000,3,1.75,1620,7540,1,0,3,7,1310,310,1988,0,98038,1580,7540,5
355000,3,1.75,2040,22693,1,0,4,8,2040,0,1980,0,98042,1950,6280,6
253500,2,1.0,810,4800,1,0,3,7,810,0,1948,0,98126,1240,7740,6
422500,3,1.0,1270,8920,1,0,5,7,1270,0,1969,0,98056,1590,8589,4
239000,2,2.0,1470,2052,1,0,3,7,1470,0,1986,0,98003,1470,2052,11
628000,3,2.25,1720,8521,1,0,4,7,1140,580,1984,0,98033,1530,8692,4
352000,2,2.5,1320,1957,1,0,3,8,660,660,2004,0,98106,1420,2198,3
311600,3,2.25,1358,1196,3,0,3,7,1358,0,2007,0,98133,1358,1196,2
235000,4,1.5,2070,7245,1,0,4,7,1060,1010,1964,0,98001,1450,7350,10
870000,5,2.25,2910,9525,2,0,4,9,2910,0,1968,0,98040,2740,9525,8
190848,4,1.5,1370,7904,1,0,3,7,900,470,1970,0,98001,1370,7900,3
570000,4,1.75,2340,5080,1,0,5,7,1170,1170,1924,0,98115,1270,3270,10
661254,4,4.0,2290,6250,1,0,5,7,1690,600,1940,0,98116,1920,4335,5
575000,4,2.0,1650,5000,1,0,3,7,1650,0,1955,0,98117,1690,2276,5
230000,2,0.75,650,5360,1,0,4,5,650,0,1931,0,98133,1110,6700,5
680000,3,2.25,2300,9914,2,0,4,8,2300,0,1980,0,98027,2240,9032,4
148000,1,1.0,620,8261,1,0,3,5,620,0,1939,0,98106,1180,8244,6
244900,1,1.0,620,8261,1,0,3,5,620,0,1939,0,98106,1180,8244,12
214950,3,1.0,1400,6600,1,0,3,6,1280,120,1954,0,98168,1730,6600,10
580000,3,1.5,1800,6250,1,0,3,8,1420,380,1947,0,98116,1800,5625,10
263000,3,1.5,1300,7885,1,0,3,7,1300,0,1968,0,98055,1840,7600,8
317000,5,2.5,2360,11375,1,0,4,7,1180,1180,1962,0,98178,1160,7800,6
302000,4,3.0,3320,13500,1,0,3,7,1750,1570,1963,0,98059,1830,13800,10
899000,3,1.0,1480,6978,2,0,4,8,1480,0,1949,1985,98004,2660,13062,6
1290000,3,2.5,2190,11394,1,0,3,8,1550,640,1956,0,98199,2190,9540,6
710000,3,3.25,3740,136915,2,0,3,11,3100,640,1990,0,98166,2400,16104,6
230000,3,1.0,1360,9310,1,0,4,7,1020,340,1980,0,98056,1480,8330,11
430000,3,1.0,1210,5200,1,0,3,6,1210,0,1941,0,98126,890,5200,5
1170000,5,4.25,4610,13252,2,4,3,11,4610,0,2004,0,98075,4400,15154,8
397000,3,1.0,860,6380,1,0,4,7,860,0,1927,0,98115,1250,6380,10
595000,3,2.5,2250,8300,2,0,3,8,2250,0,2003,0,98125,1790,7626,2
485000,3,1.75,2030,10089,1,0,4,8,1330,700,1976,0,98027,2030,9827,3
755000,5,2.5,3260,24300,1,1,4,8,2310,950,1950,0,98155,2390,32057,6
185000,3,1.0,1840,8100,1,0,4,7,920,920,1953,0,98166,1250,8100,6
340000,3,1.0,1840,8100,1,0,4,7,920,920,1953,0,98166,1250,8100,2
236000,4,2.75,2000,5827,2,0,3,7,2000,0,1997,0,98038,1710,6929,6
550000,4,2.5,2810,7549,2,0,3,9,2810,0,1992,0,98072,2750,7642,9
680000,3,2.0,1780,5720,1,0,5,7,980,800,1925,0,98103,1620,5050,7
630000,4,2.5,2540,8706,2,0,3,9,2540,0,1997,0,98075,2540,6239,4
560000,3,2.0,2340,3477,1,1,5,7,1170,1170,1971,0,98118,2110,6300,6
385000,3,2.0,1480,6600,1,2,3,7,740,740,1943,0,98146,1250,7300,5
280000,3,2.25,1358,1141,3,0,3,7,1358,0,2007,0,98133,1358,1196,10
225000,3,2.5,1750,7490,1,0,4,7,1180,570,1979,0,98042,1570,7490,8
610000,4,1.75,1830,29110,2,0,3,8,1230,600,1990,0,98040,3630,16488,6
592500,3,2.0,1170,6750,1,0,5,7,800,370,1947,0,98115,1330,6750,12
750000,4,2.75,3170,7634,2,0,3,10,3170,0,1992,0,98075,2940,7846,10
164000,4,1.0,1530,4875,2,0,3,7,1530,0,1977,0,98042,1470,4875,10
320000,2,1.0,1100,8281,1,0,4,7,1100,0,1947,0,98155,1510,8281,6
544000,4,2.5,2030,3974,2,0,3,8,2030,0,1994,0,98029,1780,3953,6
344950,3,1.75,1870,7500,1,0,5,8,1320,550,1978,0,98058,1870,7275,9
539500,3,2.5,3080,12476,2,0,3,10,3080,0,1990,0,98038,3130,13631,6
420000,4,1.75,2480,60548,1,0,4,7,1600,880,1968,0,98027,2390,90169,4
305000,2,1.0,910,22725,1,0,1,6,910,0,1926,0,98155,2000,14566,4
229000,2,1.0,810,5100,1,0,3,6,810,0,1955,0,98133,1500,5100,12
1070000,5,3.5,3990,9938,2,0,3,11,3990,0,2001,0,98059,3490,11734,6
397500,3,2.25,1430,1383,3,0,3,8,1430,0,2005,0,98103,1430,1347,8
540000,4,2.0,2190,8402,2,0,4,6,2190,0,1928,0,98033,2210,7802,4
650000,4,2.5,2290,10186,2,0,3,8,2290,0,1985,0,98008,2150,10186,9
1900000,6,4.0,3020,13237,2,4,3,8,2840,180,1942,1983,98144,3680,12620,7
649000,2,1.75,2260,280962,2,2,3,9,1890,370,2005,0,98014,2860,219542,6
287500,5,2.0,2020,67953,1,0,4,7,1620,400,1936,0,98178,1270,13198,3
815000,4,2.75,2620,4743,1,2,4,8,1310,1310,1949,0,98117,1900,4764,6
795000,2,2.5,2830,8630,2,0,3,10,2830,0,2001,0,98074,3190,7515,12
502775,3,1.75,1700,9840,1,0,4,8,1200,500,1976,0,98027,2040,14169,1
222900,2,1.0,1110,6411,1,0,3,6,1110,0,1944,0,98178,1150,6504,1
399950,4,3.0,2150,64694,1,0,3,8,1450,700,1969,0,98023,2430,59612,12
728000,4,2.5,2650,13684,2,0,3,9,2650,0,1994,0,98052,2650,12032,8
850000,5,3.5,3870,65556,2,0,3,10,3870,0,1994,0,98053,4290,67019,9
525000,4,2.75,2530,17856,2,0,3,8,2530,0,1998,0,98019,2530,14640,10
433500,3,2.5,2200,3360,2,0,3,8,2200,0,2009,0,98118,2130,3423,5
314950,4,1.75,1890,9623,1,0,4,7,1290,600,1969,0,98001,1510,9711,4
500000,3,1.75,1530,14633,1,0,3,7,1100,430,1977,0,98052,1780,8100,9
300000,3,1.5,1590,8911,1,0,3,7,1590,0,1956,0,98028,1590,9625,6
645000,4,2.5,2690,18653,2,0,3,8,2690,0,1985,0,98074,2230,9744,7
222500,3,1.0,990,10125,1,0,3,7,990,0,1972,0,98042,1360,10125,10
275000,3,1.75,1300,8099,1,0,4,7,1080,220,1976,0,98056,1270,8099,7
498000,3,1.5,1720,6570,1,0,4,8,1720,0,1909,0,98118,1360,6000,4
800000,3,1.75,2080,75794,1,0,3,7,2080,0,1958,0,98033,1870,11020,6
297000,3,2.5,1840,8234,2,0,3,8,1840,0,1994,0,98003,1940,7601,8
625000,5,3.5,4010,6000,2,3,3,9,2560,1450,1997,0,98178,2440,6000,5
770000,4,2.5,3560,6187,2,0,3,9,3560,0,2003,0,98029,3190,6981,10
517000,3,2.25,1640,4635,1,0,3,8,1540,100,1930,0,98115,1530,4635,9
238000,1,1.0,530,6350,1,0,5,5,530,0,1941,0,98103,1200,6350,8
234550,3,1.0,1990,15375,1,0,3,7,1140,850,1946,0,98168,1160,10236,10
230500,3,2.25,1690,7245,1,1,3,7,1160,530,1973,0,98003,1690,6720,9
585000,5,2.5,2670,16777,1,0,4,7,1620,1050,1920,0,98125,1610,8227,6
733000,4,1.75,1930,3876,1,0,5,7,1450,480,1924,0,98105,1280,3825,8
357950,2,1.0,810,3880,1,0,3,7,810,0,1952,0,98107,900,4365,11
530000,3,1.75,1550,3680,1,0,3,7,1050,500,1927,0,98117,1560,4000,6
377500,4,2.5,2640,10720,2,0,3,8,2640,0,1999,0,98188,1680,10018,12
475000,4,2.5,2320,10046,2,0,3,7,2320,0,2006,0,98065,2320,5253,2
399000,3,1.75,2170,73616,1,0,3,7,2170,0,2008,0,98092,1710,297514,5
400000,5,2.25,2070,10488,1,0,4,7,1080,990,1958,0,98008,1740,9225,10
440000,2,1.0,800,4850,1,0,4,7,800,0,1944,0,98107,1150,4365,5
366400,4,2.25,2040,14383,1,0,4,8,1270,770,1977,0,98042,2030,11500,2
375950,3,1.75,1480,7560,1,0,3,6,1100,380,1920,1985,98117,1510,7250,7
162000,3,2.25,1810,6750,1,0,3,7,1280,530,1978,0,98023,1690,7770,2
780000,3,2.75,1970,2600,2,0,3,8,1970,0,1924,1994,98103,1680,3120,7
705000,4,2.5,2650,4316,1,0,3,8,1520,1130,1905,2013,98116,1690,5625,5
450000,4,2.5,2820,15233,1,2,4,9,1820,1000,1972,0,98003,2560,11998,12
311000,3,2.75,1400,7880,1,0,3,7,1000,400,1981,0,98056,1400,7279,11
485000,3,2.5,1580,6065,2,0,3,8,1580,0,1985,0,98029,1770,6700,6
485000,3,2.5,1800,11034,2,0,4,8,1800,0,1987,0,98072,1940,8900,7
725000,5,3.75,3360,6000,2,0,3,8,2640,720,1963,1999,98118,1930,6000,10
1890000,4,4.25,4285,9345,2,0,3,10,4285,0,2013,0,98004,1570,8994,12
260000,3,2.25,1610,7423,2,0,4,7,1610,0,1990,0,98042,1530,8102,5
356000,4,2.5,2470,5074,2,0,3,8,2470,0,2004,0,98038,2470,5078,4
225205,3,1.0,1200,7220,1,0,3,6,1200,0,1977,0,98030,1200,7200,3
445000,3,1.0,1260,8910,1,0,4,7,1260,0,1949,0,98117,1560,8910,12
356000,2,1.0,920,4095,1,0,4,6,920,0,1914,0,98118,1460,4945,6
760250,5,2.75,2540,8250,1,0,4,7,1440,1100,1953,0,98040,2540,11000,10
572000,2,2.0,1870,5143,1,0,3,8,1870,0,2005,0,98053,1810,5143,4
970000,3,2.25,3060,9950,1,2,4,9,1810,1250,1930,0,98144,4950,10655,6
348450,4,2.5,1950,8628,2,0,3,8,1950,0,1994,0,98038,2210,9019,8
535500,3,1.5,1730,40250,2,0,4,8,1730,0,1983,0,98072,1730,36250,6
710000,5,2.5,2570,9600,1,2,3,8,1620,950,1956,0,98125,2680,9900,10
745000,3,1.75,1490,9800,1,0,4,7,1140,350,1947,0,98004,2310,9800,5
355000,4,2.5,2040,8265,2,0,3,7,2040,0,1996,0,98146,2160,8265,6
333000,4,2.5,2690,5505,2,0,3,8,2690,0,2004,0,98042,2690,5505,3
282000,3,2.5,1610,6000,2,0,4,7,1610,0,1993,0,98038,1570,6000,8
840500,3,2.0,2520,5400,1,0,4,8,1410,1110,1906,0,98119,1960,5400,5
432000,3,1.75,1550,8134,1,0,4,7,1550,0,1959,0,98008,1360,8000,4
625000,3,1.0,1800,4800,1,2,4,9,900,900,1927,0,98126,1400,4800,10
209977,3,1.0,1170,6134,1,0,4,7,1170,0,1948,0,98168,1440,9823,9
174000,2,1.0,900,13531,1,0,3,6,900,0,1979,0,98001,1767,8308,7
740000,4,2.0,2800,8540,1,0,4,8,1730,1070,1977,0,98052,2470,9400,4
518000,3,1.75,1830,4500,1,0,4,7,1830,0,1909,0,98115,1830,4080,9
539000,3,1.75,1380,3225,1,0,4,7,940,440,1915,0,98103,1250,3750,3
575000,3,2.75,1990,9600,1,0,3,8,1530,460,1978,0,98027,2170,10400,4
530000,2,1.75,1170,976,2,0,3,9,780,390,2010,0,98102,1280,1183,2
242025,4,1.75,1400,54014,1,0,4,7,1400,0,1935,0,98031,1910,8523,7
1030000,4,2.5,2620,11200,1,0,4,8,1770,850,1962,0,98004,2360,11200,3
230000,3,1.0,880,7500,1,0,3,7,880,0,1978,0,98198,880,7500,8
350000,4,2.5,2260,7500,1,0,3,8,1460,800,1965,0,98055,2260,7500,1
595000,3,1.0,1300,11520,1,0,3,6,1300,0,1958,0,98033,1440,8064,4
440000,3,1.75,1450,6829,1,0,3,8,1450,0,1983,0,98052,1950,7622,7
550000,3,1.0,1110,6000,1,0,3,7,1110,0,1904,0,98109,1460,6000,2
940000,4,2.25,1890,5940,1,1,3,9,1470,420,1963,0,98112,2430,5940,5
375000,3,1.5,1100,1751,2,0,3,8,940,160,2007,0,98144,1380,1751,5
567500,2,1.5,1350,4592,1,0,3,7,1070,280,1939,0,98199,1610,5102,12
735000,3,2.5,3020,50800,1,0,5,8,1510,1510,1968,0,98029,2400,27135,9
114000,2,1.0,730,5200,1,0,3,6,730,0,1928,0,98146,1220,6240,10
608000,2,1.0,1390,3600,1,0,4,7,1010,380,1913,0,98119,1590,3600,8
442500,3,1.5,2710,47419,1,0,3,7,2170,540,1980,0,98053,2130,48144,11
381800,4,2.0,1530,5250,1,0,3,7,1110,420,1981,0,98133,1100,5250,10
90000,2,1.0,790,2640,1,0,3,7,790,0,1973,0,98034,1310,2064,5
312000,2,1.75,1160,8625,1,0,4,6,1160,0,1941,0,98106,960,5750,7
339000,3,1.0,1080,8100,1,0,4,7,1080,0,1955,0,98155,1080,8100,5
313000,3,1.75,2190,8000,1,0,4,8,2190,0,1967,0,98023,1980,8000,5
618080,3,2.5,2030,6500,2,0,3,8,2030,0,1988,0,98027,2030,8485,5
325000,3,2.25,2480,8755,2,0,3,8,2480,0,1979,0,98058,2280,9940,10
242000,4,1.0,2240,7620,1,0,3,7,1120,1120,1966,0,98146,1080,7620,7
364000,2,1.5,1650,7311,1,0,3,7,860,790,1978,0,98133,1660,7255,12
545000,3,1.75,1700,5750,1,2,5,7,1450,250,1925,0,98126,1700,5750,8
445000,3,2.5,2790,16173,2,0,3,10,2790,0,1988,0,98023,2890,11632,12
1090000,4,2.75,3010,10830,2,3,4,9,3010,0,1980,0,98034,3010,10650,7
660000,4,2.5,2550,10000,1,0,3,8,1290,1260,1964,0,98007,2270,8640,5
845000,4,2.5,2880,35610,1,0,3,10,2880,0,1989,0,98052,3460,35610,10
417000,4,2.0,2090,4000,1,0,3,6,1060,1030,1907,0,98144,1590,4000,9
213800,2,1.0,740,5200,1,0,4,5,740,0,1952,0,98056,750,5200,4
400000,2,1.75,960,6200,1,0,4,7,960,0,1946,0,98136,1000,6000,10
759950,4,3.5,2100,7560,2,0,5,8,2100,0,2005,0,98133,1250,7560,3
990000,4,2.5,2540,5930,2,0,3,9,2540,0,2003,0,98199,1400,4000,4
710000,3,1.75,1650,10250,1,0,5,8,1650,0,1963,0,98005,2400,10250,8
315000,1,0.75,770,4600,1,0,4,6,770,0,1910,0,98126,1550,4600,10
515000,4,2.5,2280,14810,1,0,5,8,1500,780,1977,0,98056,2690,12196,9
